#
#          Name:             XCCS (XC-3-1-1-0) to Unicode
#          Unicode version:  3.0
#          XCCS charset:     132 JIS
#          Table version:    0.1
#          Table format:     Format A
#          Date:             9-Aug-2021
#          Author:           Ron Kaplan <Ron.Kaplan@post.harvard.edu>
#
#  This file contains mappings from the Xerox Character Code Standard (version
#  XC1-3-3-0, 1987) into Unicode 3.0. standard codes.  That is the version of
#  XCCS corresponding to the fonts in the Medley system.
#
#  The format of this file conforms to the format of the other Unicode-supplied
#  mapping files:
#    Three white-space (tab or spaces) separated columns:
#       Column 1 is the XCCS code (as hex 0xXXXX)
#       Column 2 is the corresponding Unicode (as hex 0xXXXX)
#       Column 3 (after #) is a comment column. For convenience, it contains the
#          Unicode character itself (since the Unicode character names
#          are not available)
#  Unicode FFFF is used for undefined XCCS codes (Column 3 = UNDEFINED
#  Unicode FFFE is used for XCCS codes that have not yet been filled in.
#  (Column 3 = MISSING)
#
#  This file is encoded in UTF8, so that the Unicode characters
#  are properly displayed in Column 3 and can be edited by standard
#  Unicode-enabled editors (e.g. Mac Textedit).
#
#  This file can also be read by the function
#  READ-UNICODE-MAPPING in the UNICODE Medley library package.
#
#  The entries are in XCCS order and grouped by character sets.  In front of
#  the mappings, for convenience, there is a line with the octal XCCS
#  character set, after #.
#
#  Note that a given XCCS code might map to codes in several different Unicode
#  positions, since there are repetitions in the Unicode standard.
#
#  For more details, see the associated README.TXT file.
#
#  Any comments or problems, contact <ron.kaplan@post.harvard.edu>


#   "132" JIS
0x5A21	0x64DA	#  據 UNKNOWN
0x5A22	0x64D2	#  擒 UNKNOWN
0x5A23	0x64C5	#  擅 UNKNOWN
0x5A24	0x64C7	#  擇 UNKNOWN
0x5A25	0x64BB	#  撻 UNKNOWN
0x5A26	0x64D8	#  擘 UNKNOWN
0x5A27	0x64C2	#  擂 UNKNOWN
0x5A28	0x64F1	#  擱 UNKNOWN
0x5A29	0x64E7	#  擧 UNKNOWN
0x5A2A	0x8209	#  舉 UNKNOWN
0x5A2B	0x64E0	#  擠 UNKNOWN
0x5A2C	0x64E1	#  擡 UNKNOWN
0x5A2D	0x62AC	#  抬 UNKNOWN
0x5A2E	0x64E3	#  擣 UNKNOWN
0x5A2F	0x64EF	#  擯 UNKNOWN
0x5A30	0x652C	#  攬 UNKNOWN
0x5A31	0x64F6	#  擶 UNKNOWN
0x5A32	0x64F4	#  擴 UNKNOWN
0x5A33	0x64F2	#  擲 UNKNOWN
0x5A34	0x64FA	#  擺 UNKNOWN
0x5A35	0x6500	#  攀 UNKNOWN
0x5A36	0x64FD	#  擽 UNKNOWN
0x5A37	0x6518	#  攘 UNKNOWN
0x5A38	0x651C	#  攜 UNKNOWN
0x5A39	0x6505	#  攅 UNKNOWN
0x5A3A	0x6524	#  攤 UNKNOWN
0x5A3B	0x6523	#  攣 UNKNOWN
0x5A3C	0x652B	#  攫 UNKNOWN
0x5A3D	0x6534	#  攴 UNKNOWN
0x5A3E	0x6535	#  攵 UNKNOWN
0x5A3F	0x6537	#  攷 UNKNOWN
0x5A40	0x6536	#  收 UNKNOWN
